word,normalized_word,phonetic_uk,phonetic_us,source,status,confidence,review_note,occurrence_count,sample_occurrences
afraid,afraid,/əˈfreɪd/,/əˈfreɪd/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,8,北师大版/七年级上/Lesson 3|沪外教版/七年级上/Unit 4|冀教版/七年级下/Unit 3|教科版/七年级下/Unit 3|科普版/八年级上/Unit 2
Africa,africa,/ˈæfrəkɑː/,/ˈæfrəkɑː/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,6,北师大版/七年级上/Lesson 3|沪教版/九年级下/Unit 1|沪教版/九年级下/Unit 6|沪外教版/七年级下/Unit 2|科普版/九年级上/Unit 1
African,african,/ˈæfrəkən/,/ˈæfrəkən/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,7,沪外教版/八年级上/Unit 6|冀教版/七年级上/Unit 8|教科版/七年级上/Unit 8|人教版/八年级上/Unit 4|人教版/九年级全一册/Unit 4
African American,africanamerican,,,current-wordbook-candidate,missing,low,未找到可展示 IPA，前端将显示待校验,1,译林版/九年级上/Unit 5
A fridge,afridge,/frrds/,/frrds/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,1,沪外教版/九年级下/Unit 3
after all,afterall,/gudz/,/gudz/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,5,沪外教版/七年级下/Unit 6|科普版/九年级上/Unit 2|人教版/七年级下/Unit 4|人教版/九年级全一册/Unit 9|译林版/九年级下/Unit 4
after a while,afterawhile,,,current-wordbook-candidate,missing,low,未找到可展示 IPA，前端将显示待校验,2,沪教版/九年级上/Unit 7|沪教版/九年级上/Unit 8
after school,afterschool,,,current-wordbook-candidate,missing,low,未找到可展示 IPA，前端将显示待校验,2,沪教版/七年级上/Unit 1|沪教版/七年级上/Unit 8
aftershock,aftershock,/ˈæftəˌʃɑːk/,/ˈæftərˌʃɑːk/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,2,沪外教版/九年级上/Unit 6|科普版/八年级下/Unit 9
A full-time,afulltime,/fultaum/,/fultaum/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,1,沪外教版/九年级上/Unit 4
against,against,/əˈɡenst/,/əˈɡenst/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,9,北师大版/七年级下/Lesson 3|沪教版/七年级下/Unit 6|沪教版/七年级下/Unit 8|沪外教版/七年级下/Unit 2|冀教版/八年级上/Unit 3
against the rules,againsttherules,,,current-wordbook-candidate,missing,low,未找到可展示 IPA，前端将显示待校验,1,外研版/九年级上/Module 5
agency,agency,/ˈeɪdʒənsi/,/ˈeɪdʒənsi/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,1,冀教版/九年级全一册/Unit 9
aggression,aggression,/əˈɡreʃən/,/əˈɡreʃən/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,1,冀教版/九年级全一册/Unit 2
a goodread,agoodread,/ri:d/,/ri:d/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,2,人教版/八年级下/Unit 7|译林版/八年级下/Unit 4
A government,agovernment,,,current-wordbook-candidate,missing,low,未找到可展示 IPA，前端将显示待校验,1,沪外教版/九年级上/Unit 1
a great deal,agreatdeal,,,current-wordbook-candidate,missing,low,未找到可展示 IPA，前端将显示待校验,3,北师大版/九年级全一册/Unit 8|北师大版/九年级全一册/Unit 9|外研版/八年级上/Unit 4
a great deal (of),agreatdealof,"/，du:niar ""har/","/，du:niar ""har/",current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,1,译林版/九年级上/Unit 4
a great number of,agreatnumberof,,,current-wordbook-candidate,missing,low,未找到可展示 IPA，前端将显示待校验,1,科普版/九年级下/Unit 5
agree,agree,/əˈɡriː/,/əˈɡriː/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,6,沪教版/八年级上/Unit 8|沪外教版/七年级下/Unit 4|冀教版/七年级下/Unit 4|教科版/七年级下/Unit 4|科普版/八年级下/Unit 8
agree la'gri:/ vt. & vi.,agreelagrivtvi,,,current-wordbook-candidate,missing,low,未找到可展示 IPA，前端将显示待校验,1,北师大版/八年级上/Lesson 3
agree lo'gri:/ v.,agreelogriv,,,current-wordbook-candidate,missing,low,未找到可展示 IPA，前端将显示待校验,2,沪教版/八年级上/Unit 2|人教版/七年级下/Unit 7
agreement,agreement,/əˈɡriːmənt/,/əˈɡriːmənt/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,9,北师大版/九年级全一册/Lesson 1|沪教版/九年级上/Unit 1|沪教版/九年级上/Unit 8|冀教版/九年级全一册/Unit 7|科普版/九年级上/Unit 2
agree with,agreewith,,,current-wordbook-candidate,missing,low,未找到可展示 IPA，前端将显示待校验,3,沪教版/八年级下/Unit 8|沪教版/八年级下/Unit 8|人教版/七年级下/Unit 7
agree with sb,agreewithsb,,,current-wordbook-candidate,missing,low,未找到可展示 IPA，前端将显示待校验,1,译林版/九年级上/Unit 1
agriculture,agriculture,/ˈæɡrɪˌkʌltʃə/,/ˈæɡrɪˌkʌltʃər/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,2,沪教版/七年级下/Unit 5|沪教版/七年级下/Unit 8
agTeement,agteement,/e'gri:ment/,/e'gri:ment/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,1,北师大版/九年级全一册/Unit 9
ah,ah,/ˈɑː/,/ˈɑː/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,1,人教版/八年级上/Unit 2
A hang,ahang,/haeg/,/haeg/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,1,沪外教版/九年级上/Unit 2
a haul,ahaul,/ho:l/,/ho:l/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,1,沪外教版/九年级下/Unit 6
ahead,ahead,/əˈhed/,/əˈhed/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,6,冀教版/七年级下/Unit 6|教科版/七年级下/Unit 6|科普版/八年级下/Unit 9|人教版/八年级上/Unit 6|人教版/九年级全一册/Unit 9
A headline,aheadline,/hedlarn/,/hedlarn/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,1,沪外教版/九年级下/Unit 6
ahead of,aheadof,/keud/,/keud/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,5,北师大版/九年级全一册/Lesson 7|北师大版/九年级全一册/Unit 9|沪教版/九年级上/Unit 5|沪教版/九年级上/Unit 8|人教版/九年级全一册/Unit 9
A heating,aheating,/hi:tup/,/hi:tup/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,1,沪外教版/九年级上/Unit 3
A hilly,ahilly,/hulu/,/hulu/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,1,沪外教版/九年级下/Book Vocabulary
A huge,ahuge,/hju:dg/,/hju:dg/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,1,沪外教版/九年级上/Unit 1
aid,aid,/ˈeɪd/,/ˈeɪd/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,4,北师大版/八年级上/Unit 2|冀教版/八年级下/Unit 2|冀教版/九年级全一册/Unit 2|人教版/八年级下/Unit 2
aim,aim,/ˈeɪm/,/ˈeɪm/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,6,北师大版/八年级上/Lesson 1|沪外教版/七年级上/Unit 6|冀教版/八年级下/Unit 8|科普版/九年级下/Unit 6|译林版/八年级下/Unit 7
A including,aincluding,/in'klu:dip/,/in'klu:dip/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,1,沪外教版/九年级上/Unit 1
A industrial,aindustrial,,,current-wordbook-candidate,missing,low,未找到可展示 IPA，前端将显示待校验,1,沪外教版/九年级下/Book Vocabulary
A inventor,ainventor,/in'venta/,/in'venta/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,1,沪外教版/九年级上/Unit 1
air conditioner,airconditioner,/'ea kondjonar/,/'ea kondjonar/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,3,沪教版/七年级下/Unit 6|沪教版/七年级下/Unit 8|沪外教版/八年级下/Unit 3
air conditioning,airconditioning,,,current-wordbook-candidate,missing,low,未找到可展示 IPA，前端将显示待校验,1,北师大版/八年级下/Lesson 2
airline,airline,/ˈeˌlaɪn/,/ˈerˌlaɪn/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,1,外研版/八年级上/Unit 6
airplane,airplane,/ˈeˌpleɪn/,/ˈerˌpleɪn/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,2,冀教版/八年级上/Unit 1|科普版/九年级上/Unit 4
airport,airport,/ˈeˌpɔːt/,/ˈerˌpɔːrt/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,6,北师大版/七年级下/Lesson 3|冀教版/八年级下/Unit 4|科普版/八年级下/Unit 9|人教版/九年级全一册/Unit 9|外研版/七年级下/Unit 5
AkAp,akap,/ /,/ /,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,1,沪教版/七年级下/Book Vocabulary
A keep off,akeepoff,,,current-wordbook-candidate,missing,low,未找到可展示 IPA，前端将显示待校验,1,沪外教版/九年级上/Unit 3
A key in,akeyin,,,current-wordbook-candidate,missing,low,未找到可展示 IPA，前端将显示待校验,1,沪外教版/九年级下/Unit 2
Al,al,/ˈæl/,/ˈæl/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,2,冀教版/八年级下/Unit 5|人教版/八年级上/Unit 6
A ladybug,aladybug,,,current-wordbook-candidate,missing,low,未找到可展示 IPA，前端将显示待校验,1,沪外教版/九年级下/Unit 2
alarm,alarm,/əˈlɑːm/,/əˈlɑːrm/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,3,冀教版/八年级下/Unit 2|科普版/八年级上/Unit 1|人教版/八年级下/Unit 5
alarm clock,alarmclock,,,current-wordbook-candidate,missing,low,未找到可展示 IPA，前端将显示待校验,1,人教版/八年级下/Unit 5
alarmed,alarmed,/əˈlɑːmd/,/əˈlɑːrmd/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,2,沪教版/八年级下/Unit 5|沪教版/八年级下/Unit 8
Alberta,alberta,/ælˈbɜːtə/,/ælˈbɜːrtə/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,1,冀教版/九年级全一册/Unit 3
Albert Einstein,alberteinstein,/'aelbat 'amstam/,/'aelbat 'amstam/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,1,冀教版/九年级全一册/Unit 2
alertness,alertness,/əˈlɜːtnəs/,/əˈlɜːrtnəs/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,1,沪外教版/九年级下/Unit 6
Alex,alex,/ˈæləks/,/ˈæləks/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,1,北师大版/七年级上/Lesson 3
Alexander,alexander,/ˌæləɡˈzændə/,/ˌæləɡˈzændər/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,1,人教版/八年级上/Unit 1
Alfred,alfred,/ˈælfrəd/,/ˈælfrəd/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,1,人教版/九年级全一册/Unit 4
algebra,algebra,/ˈældʒəbrə/,/ˈældʒəbrə/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,1,沪外教版/九年级上/Unit 5
Alhambra Creek,alhambracreek,/al'hambro kri:k/,/al'hambro kri:k/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,1,沪外教版/八年级上/Unit 1
Alice,alice,/ˈæləs/,/ˈæləs/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,2,北师大版/七年级下/Lesson 3|人教版/七年级上/Unit 5
Alices Adventures in Wonderland,alicesadventuresinwonderland,,,current-wordbook-candidate,missing,low,未找到可展示 IPA，前端将显示待校验,1,人教版/八年级下/Unit 7
alien,alien,/ˈeɪliən/,/ˈeɪliən/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,4,科普版/九年级上/Unit 4|人教版/八年级下/Unit 7|人教版/九年级全一册/Unit 8|译林版/九年级下/Unit 4
alike,alike,/əˈlaɪk/,/əˈlaɪk/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,1,人教版/八年级上/Unit 3
A lipstick,alipstick,,,current-wordbook-candidate,missing,low,未找到可展示 IPA，前端将显示待校验,1,沪外教版/九年级下/Unit 3
a litde,alitde,,,current-wordbook-candidate,missing,low,未找到可展示 IPA，前端将显示待校验,1,北师大版/七年级下/Lesson 3
a little,alittle,,,current-wordbook-candidate,missing,low,未找到可展示 IPA，前端将显示待校验,1,译林版/七年级上/Unit 4
a little bit,alittlebit,,,current-wordbook-candidate,missing,low,未找到可展示 IPA，前端将显示待校验,1,译林版/八年级上/Unit 1
alive,alive,/əˈlaɪv/,/əˈlaɪv/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,12,沪教版/七年级上/Unit 3|沪教版/七年级上/Unit 8|沪教版/九年级下/Unit 4|沪教版/九年级下/Unit 6|沪外教版/八年级下/Unit 4
Allan,allan,/ˈælən/,/ˈælən/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,1,北师大版/八年级下/Lesson 3
all at once,allatonce,,,current-wordbook-candidate,missing,low,未找到可展示 IPA，前端将显示待校验,1,译林版/八年级下/Unit 5
all day long,alldaylong,,,current-wordbook-candidate,missing,low,未找到可展示 IPA，前端将显示待校验,1,外研版/九年级上/Module 4
Allen,allen,/ˈælən/,/ˈælən/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,1,人教版/八年级下/Unit 2
allergic,allergic,/əˈlɜːdʒɪk/,/əˈlɜːrdʒɪk/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,1,人教版/八年级下/Unit 2
all kinds of,allkindsof,,,current-wordbook-candidate,missing,low,未找到可展示 IPA，前端将显示待校验,3,北师大版/七年级上/Lesson 1|外研版/九年级上/Module 2|译林版/七年级上/Unit 2
All Men Are Brothers《,allmenarebrothers,,,current-wordbook-candidate,missing,low,未找到可展示 IPA，前端将显示待校验,1,沪外教版/七年级下/Unit 6
all of a sudden,allofasudden,,,current-wordbook-candidate,missing,low,未找到可展示 IPA，前端将显示待校验,3,科普版/九年级下/Unit 6|人教版/八年级下/Unit 5|人教版/九年级全一册/Unit 6
all over,allover,,,current-wordbook-candidate,missing,low,未找到可展示 IPA，前端将显示待校验,3,北师大版/七年级上/Lesson 3|北师大版/八年级上/Unit 4|人教版/七年级下/Unit 8
all over the world,allovertheworld,,,current-wordbook-candidate,missing,low,未找到可展示 IPA，前端将显示待校验,1,沪教版/七年级上/Unit 8
