word,normalized_word,chunks,phonics,rule_tags,status,confidence,review_note
adventure,adventure,a|d|v|e|n|t|ur|e,待复核|/d/|/v/|待复核|/n/|/t/|/ɜː/|silent,letter:a|letter:d|letter:v|letter:e|letter:n|letter:t|grapheme:ur|silent-e,needs_review,low,含多音字母或多音字母组合，需教研确认
Adverb,adverb,a|d|v|er|b,待复核|/d/|/v/|/ə/|/b/,letter:a|letter:d|letter:v|grapheme:er|letter:b,needs_review,low,含多音字母或多音字母组合，需教研确认
adverbial clause of reason,adverbialclauseofreason,a|d|v|er|b|i|a|l|c|l|a|u|s|e|o|f|r|ea|s|o|n,待复核|/d/|/v/|/ə/|/b/|待复核|待复核|/l/|待复核|/l/|待复核|待复核|待复核|待复核|待复核|/f/|/r/|待复核|待复核|待复核|/n/,letter:a|letter:d|letter:v|grapheme:er|letter:b|letter:i|letter:a|letter:l|letter:c|letter:l|letter:a|letter:u|letter:s|letter:e|letter:o|letter:f|letter:r|grapheme:ea|letter:s|letter:o|letter:n,needs_review,low,含多音字母或多音字母组合，需教研确认
Adverbial clause of result,adverbialclauseofresult,a|d|v|er|b|i|a|l|c|l|a|u|s|e|o|f|r|e|s|u|l|t,待复核|/d/|/v/|/ə/|/b/|待复核|待复核|/l/|待复核|/l/|待复核|待复核|待复核|待复核|待复核|/f/|/r/|待复核|待复核|待复核|/l/|/t/,letter:a|letter:d|letter:v|grapheme:er|letter:b|letter:i|letter:a|letter:l|letter:c|letter:l|letter:a|letter:u|letter:s|letter:e|letter:o|letter:f|letter:r|letter:e|letter:s|letter:u|letter:l|letter:t,needs_review,low,含多音字母或多音字母组合，需教研确认
adverbial clause of time,adverbialclauseoftime,a|d|v|er|b|i|a|l|c|l|a|u|s|e|o|f|t|i|m|e,待复核|/d/|/v/|/ə/|/b/|待复核|待复核|/l/|待复核|/l/|待复核|待复核|待复核|待复核|待复核|/f/|/t/|待复核|/m/|silent,letter:a|letter:d|letter:v|grapheme:er|letter:b|letter:i|letter:a|letter:l|letter:c|letter:l|letter:a|letter:u|letter:s|letter:e|letter:o|letter:f|letter:t|letter:i|letter:m|silent-e,needs_review,low,含多音字母或多音字母组合，需教研确认
advertise,advertise,a|d|v|er|t|i|s|e,待复核|/d/|/v/|/ə/|/t/|待复核|待复核|silent,letter:a|letter:d|letter:v|grapheme:er|letter:t|letter:i|letter:s|silent-e,needs_review,low,含多音字母或多音字母组合，需教研确认
advertisement,advertisement,a|d|v|er|t|i|s|e|m|e|n|t,待复核|/d/|/v/|/ə/|/t/|待复核|待复核|待复核|/m/|待复核|/n/|/t/,letter:a|letter:d|letter:v|grapheme:er|letter:t|letter:i|letter:s|letter:e|letter:m|letter:e|letter:n|letter:t,needs_review,low,含多音字母或多音字母组合，需教研确认
advice,advice,a|d|v|i|c|e,待复核|/d/|/v/|待复核|待复核|silent,letter:a|letter:d|letter:v|letter:i|letter:c|silent-e,needs_review,low,含多音字母或多音字母组合，需教研确认
advice on how to learn,adviceonhowtolearn,a|d|v|i|c|e|o|n|h|ow|t|o|l|ear|n,待复核|/d/|/v/|待复核|待复核|待复核|待复核|/n/|/h/|待复核|/t/|待复核|/l/|待复核|/n/,letter:a|letter:d|letter:v|letter:i|letter:c|letter:e|letter:o|letter:n|letter:h|grapheme:ow|letter:t|letter:o|letter:l|grapheme:ear|letter:n,needs_review,low,含多音字母或多音字母组合，需教研确认
advise,advise,a|d|v|i|s|e,待复核|/d/|/v/|待复核|待复核|silent,letter:a|letter:d|letter:v|letter:i|letter:s|silent-e,needs_review,low,含多音字母或多音字母组合，需教研确认
advise ld'varz,adviseldvarz,a|d|v|i|s|e|l|d|v|ar|z,待复核|/d/|/v/|待复核|待复核|待复核|/l/|/d/|/v/|/ɑː/|/z/,letter:a|letter:d|letter:v|letter:i|letter:s|letter:e|letter:l|letter:d|letter:v|grapheme:ar|letter:z,needs_review,low,含多音字母或多音字母组合，需教研确认
A eggshell,aeggshell,a|e|g|g|sh|e|l|l,待复核|待复核|待复核|待复核|/ʃ/|待复核|/l/|/l/,letter:a|letter:e|letter:g|letter:g|grapheme:sh|letter:e|letter:l|letter:l,needs_review,low,含多音字母或多音字母组合，需教研确认
Aelderly,aelderly,a|e|l|d|er|l|y,待复核|待复核|/l/|/d/|/ə/|/l/|待复核,letter:a|letter:e|letter:l|letter:d|grapheme:er|letter:l|letter:y,needs_review,low,含多音字母或多音字母组合，需教研确认
Aend up,aendup,a|e|n|d|u|p,待复核|待复核|/n/|/d/|待复核|/p/,letter:a|letter:e|letter:n|letter:d|letter:u|letter:p,needs_review,low,含多音字母或多音字母组合，需教研确认
aeography,aeography,a|e|o|g|r|a|ph|y,待复核|待复核|待复核|待复核|/r/|待复核|/f/|待复核,letter:a|letter:e|letter:o|letter:g|letter:r|letter:a|grapheme:ph|letter:y,needs_review,low,含多音字母或多音字母组合，需教研确认
aerospace,aerospace,a|er|o|s|p|a|c|e,待复核|/ə/|待复核|待复核|/p/|待复核|待复核|silent,letter:a|grapheme:er|letter:o|letter:s|letter:p|letter:a|letter:c|silent-e,needs_review,low,含多音字母或多音字母组合，需教研确认
A fair,afair,a|f|air,待复核|/f/|/eə/,letter:a|letter:f|grapheme:air,needs_review,low,含多音字母或多音字母组合，需教研确认
A farmland,afarmland,a|f|ar|m|l|a|n|d,待复核|/f/|/ɑː/|/m/|/l/|待复核|/n/|/d/,letter:a|letter:f|grapheme:ar|letter:m|letter:l|letter:a|letter:n|letter:d,needs_review,low,含多音字母或多音字母组合，需教研确认
A fear,afear,a|f|ear,待复核|/f/|待复核,letter:a|letter:f|grapheme:ear,needs_review,low,含多音字母或多音字母组合，需教研确认
a few(,afew,a|f|e|w,待复核|/f/|待复核|/w/,letter:a|letter:f|letter:e|letter:w,needs_review,low,含多音字母或多音字母组合，需教研确认
affect,affect,a|f|f|e|c|t,待复核|/f/|/f/|待复核|待复核|/t/,letter:a|letter:f|letter:f|letter:e|letter:c|letter:t,needs_review,low,含多音字母或多音字母组合，需教研确认
afford,afford,a|f|f|or|d,待复核|/f/|/f/|/ɔː/|/d/,letter:a|letter:f|letter:f|grapheme:or|letter:d,needs_review,low,含多音字母或多音字母组合，需教研确认
afford 'ford,affordford,a|f|f|or|d|f|or|d,待复核|/f/|/f/|/ɔː/|/d/|/f/|/ɔː/|/d/,letter:a|letter:f|letter:f|grapheme:or|letter:d|letter:f|grapheme:or|letter:d,needs_review,low,含多音字母或多音字母组合，需教研确认
A fly,afly,a|f|l|y,待复核|/f/|/l/|待复核,letter:a|letter:f|letter:l|letter:y,needs_review,low,含多音字母或多音字母组合，需教研确认
afraid,afraid,a|f|r|ai|d,待复核|/f/|/r/|/eɪ/|/d/,letter:a|letter:f|letter:r|grapheme:ai|letter:d,needs_review,low,含多音字母或多音字母组合，需教研确认
Africa,africa,a|f|r|i|c|a,待复核|/f/|/r/|待复核|待复核|待复核,letter:a|letter:f|letter:r|letter:i|letter:c|letter:a,needs_review,low,含多音字母或多音字母组合，需教研确认
African,african,a|f|r|i|c|a|n,待复核|/f/|/r/|待复核|待复核|待复核|/n/,letter:a|letter:f|letter:r|letter:i|letter:c|letter:a|letter:n,needs_review,low,含多音字母或多音字母组合，需教研确认
African American,africanamerican,a|f|r|i|c|a|n|a|m|er|i|c|a|n,待复核|/f/|/r/|待复核|待复核|待复核|/n/|待复核|/m/|/ə/|待复核|待复核|待复核|/n/,letter:a|letter:f|letter:r|letter:i|letter:c|letter:a|letter:n|letter:a|letter:m|grapheme:er|letter:i|letter:c|letter:a|letter:n,needs_review,low,含多音字母或多音字母组合，需教研确认
A fridge,afridge,a|f|r|i|dge,待复核|/f/|/r/|待复核|/dʒ/,letter:a|letter:f|letter:r|letter:i|grapheme:dge,needs_review,low,含多音字母或多音字母组合，需教研确认
after all,afterall,a|f|t|er|a|l|l,待复核|/f/|/t/|/ə/|待复核|/l/|/l/,letter:a|letter:f|letter:t|grapheme:er|letter:a|letter:l|letter:l,needs_review,low,含多音字母或多音字母组合，需教研确认
after a while,afterawhile,a|f|t|er|a|wh|i|l|e,待复核|/f/|/t/|/ə/|待复核|/w/|待复核|/l/|silent,letter:a|letter:f|letter:t|grapheme:er|letter:a|grapheme:wh|letter:i|letter:l|silent-e,needs_review,low,含多音字母或多音字母组合，需教研确认
after school,afterschool,a|f|t|er|s|ch|oo|l,待复核|/f/|/t/|/ə/|待复核|/tʃ/|待复核|/l/,letter:a|letter:f|letter:t|grapheme:er|letter:s|grapheme:ch|grapheme:oo|letter:l,needs_review,low,含多音字母或多音字母组合，需教研确认
aftershock,aftershock,a|f|t|er|sh|o|ck,待复核|/f/|/t/|/ə/|/ʃ/|待复核|/k/,letter:a|letter:f|letter:t|grapheme:er|grapheme:sh|letter:o|grapheme:ck,needs_review,low,含多音字母或多音字母组合，需教研确认
A full-time,afulltime,a|f|u|l|l|t|i|m|e,待复核|/f/|待复核|/l/|/l/|/t/|待复核|/m/|silent,letter:a|letter:f|letter:u|letter:l|letter:l|letter:t|letter:i|letter:m|silent-e,needs_review,low,含多音字母或多音字母组合，需教研确认
against,against,a|g|ai|n|s|t,待复核|待复核|/eɪ/|/n/|待复核|/t/,letter:a|letter:g|grapheme:ai|letter:n|letter:s|letter:t,needs_review,low,含多音字母或多音字母组合，需教研确认
against the rules,againsttherules,a|g|ai|n|s|t|th|er|u|l|e|s,待复核|待复核|/eɪ/|/n/|待复核|/t/|待复核|/ə/|待复核|/l/|待复核|待复核,letter:a|letter:g|grapheme:ai|letter:n|letter:s|letter:t|grapheme:th|grapheme:er|letter:u|letter:l|letter:e|letter:s,needs_review,low,含多音字母或多音字母组合，需教研确认
agency,agency,a|g|e|n|c|y,待复核|待复核|待复核|/n/|待复核|待复核,letter:a|letter:g|letter:e|letter:n|letter:c|letter:y,needs_review,low,含多音字母或多音字母组合，需教研确认
aggression,aggression,a|g|g|r|e|s|s|i|o|n,待复核|待复核|待复核|/r/|待复核|待复核|待复核|待复核|待复核|/n/,letter:a|letter:g|letter:g|letter:r|letter:e|letter:s|letter:s|letter:i|letter:o|letter:n,needs_review,low,含多音字母或多音字母组合，需教研确认
a goodread,agoodread,a|g|oo|d|r|ea|d,待复核|待复核|待复核|/d/|/r/|待复核|/d/,letter:a|letter:g|grapheme:oo|letter:d|letter:r|grapheme:ea|letter:d,needs_review,low,含多音字母或多音字母组合，需教研确认
A government,agovernment,a|g|o|v|er|n|m|e|n|t,待复核|待复核|待复核|/v/|/ə/|/n/|/m/|待复核|/n/|/t/,letter:a|letter:g|letter:o|letter:v|grapheme:er|letter:n|letter:m|letter:e|letter:n|letter:t,needs_review,low,含多音字母或多音字母组合，需教研确认
a great deal,agreatdeal,a|g|r|ea|t|d|ea|l,待复核|待复核|/r/|待复核|/t/|/d/|待复核|/l/,letter:a|letter:g|letter:r|grapheme:ea|letter:t|letter:d|grapheme:ea|letter:l,needs_review,low,含多音字母或多音字母组合，需教研确认
a great deal (of),agreatdealof,a|g|r|ea|t|d|ea|l|o|f,待复核|待复核|/r/|待复核|/t/|/d/|待复核|/l/|待复核|/f/,letter:a|letter:g|letter:r|grapheme:ea|letter:t|letter:d|grapheme:ea|letter:l|letter:o|letter:f,needs_review,low,含多音字母或多音字母组合，需教研确认
a great number of,agreatnumberof,a|g|r|ea|t|n|u|m|b|er|o|f,待复核|待复核|/r/|待复核|/t/|/n/|待复核|/m/|/b/|/ə/|待复核|/f/,letter:a|letter:g|letter:r|grapheme:ea|letter:t|letter:n|letter:u|letter:m|letter:b|grapheme:er|letter:o|letter:f,needs_review,low,含多音字母或多音字母组合，需教研确认
agree,agree,a|g|r|ee,待复核|待复核|/r/|/iː/,letter:a|letter:g|letter:r|grapheme:ee,needs_review,low,含多音字母或多音字母组合，需教研确认
agree la'gri:/ vt. & vi.,agreelagrivtvi,a|g|r|ee|l|a|g|r|i|v|t|v|i,待复核|待复核|/r/|/iː/|/l/|待复核|待复核|/r/|待复核|/v/|/t/|/v/|待复核,letter:a|letter:g|letter:r|grapheme:ee|letter:l|letter:a|letter:g|letter:r|letter:i|letter:v|letter:t|letter:v|letter:i,needs_review,low,含多音字母或多音字母组合，需教研确认
agree lo'gri:/ v.,agreelogriv,a|g|r|ee|l|o|g|r|i|v,待复核|待复核|/r/|/iː/|/l/|待复核|待复核|/r/|待复核|/v/,letter:a|letter:g|letter:r|grapheme:ee|letter:l|letter:o|letter:g|letter:r|letter:i|letter:v,needs_review,low,含多音字母或多音字母组合，需教研确认
agreement,agreement,a|g|r|ee|m|e|n|t,待复核|待复核|/r/|/iː/|/m/|待复核|/n/|/t/,letter:a|letter:g|letter:r|grapheme:ee|letter:m|letter:e|letter:n|letter:t,needs_review,low,含多音字母或多音字母组合，需教研确认
agree with,agreewith,a|g|r|ee|w|i|th,待复核|待复核|/r/|/iː/|/w/|待复核|待复核,letter:a|letter:g|letter:r|grapheme:ee|letter:w|letter:i|grapheme:th,needs_review,low,含多音字母或多音字母组合，需教研确认
agree with sb,agreewithsb,a|g|r|ee|w|i|th|s|b,待复核|待复核|/r/|/iː/|/w/|待复核|待复核|待复核|/b/,letter:a|letter:g|letter:r|grapheme:ee|letter:w|letter:i|grapheme:th|letter:s|letter:b,needs_review,low,含多音字母或多音字母组合，需教研确认
agriculture,agriculture,a|g|r|i|c|u|l|t|ur|e,待复核|待复核|/r/|待复核|待复核|待复核|/l/|/t/|/ɜː/|silent,letter:a|letter:g|letter:r|letter:i|letter:c|letter:u|letter:l|letter:t|grapheme:ur|silent-e,needs_review,low,含多音字母或多音字母组合，需教研确认
agTeement,agteement,a|g|t|ee|m|e|n|t,待复核|待复核|/t/|/iː/|/m/|待复核|/n/|/t/,letter:a|letter:g|letter:t|grapheme:ee|letter:m|letter:e|letter:n|letter:t,needs_review,low,含多音字母或多音字母组合，需教研确认
ah,ah,a|h,待复核|/h/,letter:a|letter:h,needs_review,low,含多音字母或多音字母组合，需教研确认
A hang,ahang,a|h|a|ng,待复核|/h/|待复核|/ŋ/,letter:a|letter:h|letter:a|grapheme:ng,needs_review,low,含多音字母或多音字母组合，需教研确认
a haul,ahaul,a|h|a|u|l,待复核|/h/|待复核|待复核|/l/,letter:a|letter:h|letter:a|letter:u|letter:l,needs_review,low,含多音字母或多音字母组合，需教研确认
ahead,ahead,a|h|ea|d,待复核|/h/|待复核|/d/,letter:a|letter:h|grapheme:ea|letter:d,needs_review,low,含多音字母或多音字母组合，需教研确认
A headline,aheadline,a|h|ea|d|l|i|n|e,待复核|/h/|待复核|/d/|/l/|待复核|/n/|silent,letter:a|letter:h|grapheme:ea|letter:d|letter:l|letter:i|letter:n|silent-e,needs_review,low,含多音字母或多音字母组合，需教研确认
ahead of,aheadof,a|h|ea|d|o|f,待复核|/h/|待复核|/d/|待复核|/f/,letter:a|letter:h|grapheme:ea|letter:d|letter:o|letter:f,needs_review,low,含多音字母或多音字母组合，需教研确认
A heating,aheating,a|h|ea|t|i|ng,待复核|/h/|待复核|/t/|待复核|/ŋ/,letter:a|letter:h|grapheme:ea|letter:t|letter:i|grapheme:ng,needs_review,low,含多音字母或多音字母组合，需教研确认
A hilly,ahilly,a|h|i|l|l|y,待复核|/h/|待复核|/l/|/l/|待复核,letter:a|letter:h|letter:i|letter:l|letter:l|letter:y,needs_review,low,含多音字母或多音字母组合，需教研确认
A huge,ahuge,a|h|u|g|e,待复核|/h/|待复核|待复核|silent,letter:a|letter:h|letter:u|letter:g|silent-e,needs_review,low,含多音字母或多音字母组合，需教研确认
aid,aid,ai|d,/eɪ/|/d/,grapheme:ai|letter:d,candidate,medium,规则候选，需抽检后改为 reviewed
aim,aim,ai|m,/eɪ/|/m/,grapheme:ai|letter:m,candidate,medium,规则候选，需抽检后改为 reviewed
A including,aincluding,ai|n|c|l|u|d|i|ng,/eɪ/|/n/|待复核|/l/|待复核|/d/|待复核|/ŋ/,grapheme:ai|letter:n|letter:c|letter:l|letter:u|letter:d|letter:i|grapheme:ng,needs_review,low,含多音字母或多音字母组合，需教研确认
A industrial,aindustrial,ai|n|d|u|s|t|r|i|a|l,/eɪ/|/n/|/d/|待复核|待复核|/t/|/r/|待复核|待复核|/l/,grapheme:ai|letter:n|letter:d|letter:u|letter:s|letter:t|letter:r|letter:i|letter:a|letter:l,needs_review,low,含多音字母或多音字母组合，需教研确认
A inventor,ainventor,ai|n|v|e|n|t|or,/eɪ/|/n/|/v/|待复核|/n/|/t/|/ɔː/,grapheme:ai|letter:n|letter:v|letter:e|letter:n|letter:t|grapheme:or,needs_review,low,含多音字母或多音字母组合，需教研确认
air conditioner,airconditioner,air|c|o|n|d|i|t|i|o|n|er,/eə/|待复核|待复核|/n/|/d/|待复核|/t/|待复核|待复核|/n/|/ə/,grapheme:air|letter:c|letter:o|letter:n|letter:d|letter:i|letter:t|letter:i|letter:o|letter:n|grapheme:er,needs_review,low,含多音字母或多音字母组合，需教研确认
air conditioning,airconditioning,air|c|o|n|d|i|t|i|o|n|i|ng,/eə/|待复核|待复核|/n/|/d/|待复核|/t/|待复核|待复核|/n/|待复核|/ŋ/,grapheme:air|letter:c|letter:o|letter:n|letter:d|letter:i|letter:t|letter:i|letter:o|letter:n|letter:i|grapheme:ng,needs_review,low,含多音字母或多音字母组合，需教研确认
airline,airline,air|l|i|n|e,/eə/|/l/|待复核|/n/|silent,grapheme:air|letter:l|letter:i|letter:n|silent-e,needs_review,low,含多音字母或多音字母组合，需教研确认
airplane,airplane,air|p|l|a|n|e,/eə/|/p/|/l/|待复核|/n/|silent,grapheme:air|letter:p|letter:l|letter:a|letter:n|silent-e,needs_review,low,含多音字母或多音字母组合，需教研确认
airport,airport,air|p|or|t,/eə/|/p/|/ɔː/|/t/,grapheme:air|letter:p|grapheme:or|letter:t,candidate,medium,规则候选，需抽检后改为 reviewed
AkAp,akap,a|k|a|p,待复核|/k/|待复核|/p/,letter:a|letter:k|letter:a|letter:p,needs_review,low,含多音字母或多音字母组合，需教研确认
A keep off,akeepoff,a|k|ee|p|o|f|f,待复核|/k/|/iː/|/p/|待复核|/f/|/f/,letter:a|letter:k|grapheme:ee|letter:p|letter:o|letter:f|letter:f,needs_review,low,含多音字母或多音字母组合，需教研确认
A key in,akeyin,a|k|e|y|i|n,待复核|/k/|待复核|待复核|待复核|/n/,letter:a|letter:k|letter:e|letter:y|letter:i|letter:n,needs_review,low,含多音字母或多音字母组合，需教研确认
Al,al,a|l,待复核|/l/,letter:a|letter:l,needs_review,low,含多音字母或多音字母组合，需教研确认
A ladybug,aladybug,a|l|a|d|y|b|u|g,待复核|/l/|待复核|/d/|待复核|/b/|待复核|待复核,letter:a|letter:l|letter:a|letter:d|letter:y|letter:b|letter:u|letter:g,needs_review,low,含多音字母或多音字母组合，需教研确认
alarm,alarm,a|l|ar|m,待复核|/l/|/ɑː/|/m/,letter:a|letter:l|grapheme:ar|letter:m,needs_review,low,含多音字母或多音字母组合，需教研确认
alarm clock,alarmclock,a|l|ar|m|c|l|o|ck,待复核|/l/|/ɑː/|/m/|待复核|/l/|待复核|/k/,letter:a|letter:l|grapheme:ar|letter:m|letter:c|letter:l|letter:o|grapheme:ck,needs_review,low,含多音字母或多音字母组合，需教研确认
alarmed,alarmed,a|l|ar|m|e|d,待复核|/l/|/ɑː/|/m/|待复核|/d/,letter:a|letter:l|grapheme:ar|letter:m|letter:e|letter:d,needs_review,low,含多音字母或多音字母组合，需教研确认
